Shipment ID,Order Date,Shipment Date,Actual Delivery Date,Origin City,Origin Country,Manufacturing Site,Destination Country,Destination City,Chosen Route Name,Distance (km),Customer ID,Service Level,Product ID,Product Category,Shipment Content Type,Packaging Type,Packaging Efficiency,Line Item Quantity,Unit Price (USD),Pack Price (USD),Line Item Value (USD),Weight (kg),Volume (m³),Billable Weight (kg),Shipment Mode,Transporter Name,Carrier Product Fit Score,Expected Delivery Time (Days),Delivery Time (Days),Delay (Days),Avg Speed (km/h),Halt Duration (hours),Route Deviation Factor,Weather Impact,Customs/Border Delay (hours),Route Congestion Factor,Seasonal Cost Factor,Seasonal Delay Factor,Proposed Freight Cost (USD),Actual Freight Cost (USD),Cost Per Billable Kg (USD),Price Variance (USD),Price Variance (%),Carbon Emissions (kg CO2),Status,On-Time Delivery,Cost Outlier,Shipment Month,Shipment Day of Week
SHIP04275,2024-01-12,2024-01-13,2024-01-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST006,Express,PROD0026,Pharma,Temperature Controlled,Carton,0.2,245,1722.47,1688.49,422005.15,100.91,2.478,495.6,Express Air,FedEx,9,3.9,5.6,1.7,561.2,36.5,1.82,Moderate Rain/Fog,22.3,1.3,1.05,1.1,385391.14,467610.14,943.52,82219.0,21.33,12183.97,Delayed,No,False,1,5
SHIP04276,2024-06-19,2024-06-21,2024-07-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST047,Standard,PROD0090,Consumer Goods,General Goods,Crate,0.07,166,123.18,121.28,20447.88,2166.51,22.863,22863.0,Sea,Maersk,6,30.3,18.9,-11.4,21.6,10.7,1.3,Minor Rain/Fog,5.9,1.1,1.0,1.05,93613.56,107998.71,4.72,14385.15,15.37,1935.87,Early,Yes,False,6,4
SHIP04277,2024-01-11,2024-01-13,2024-01-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST008,Standard,PROD0023,Pharma,Temperature Controlled,Box,0.09,278,1109.9,1118.68,308552.2,178.28,2.534,423.17799999999994,Air Cargo,FedEx,9,7.1,5.0,-2.1,424.3,30.5,1.84,Minor Rain/Fog,0.0,1.3,1.05,1.1,176650.37,202934.36,479.55,26283.99,14.88,7454.83,Early,Yes,False,1,5
SHIP04278,2023-05-26,2023-05-29,2023-05-31,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST001,Standard,PROD0021,Pharma,Temperature Controlled,Carton,0.01,495,1163.92,1162.6,576140.4,940.59,0.341,940.59,Air Cargo,FedEx,9,1.9,1.5,-0.4,811.2,4.3,1.07,Minor Rain/Fog,0.0,1.0,0.95,0.95,54621.75,55072.8,58.55,451.05,0.83,1775.28,Delivered,Yes,False,5,0
SHIP04279,2024-02-27,2024-02-28,2024-03-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST024,Standard,PROD0085,Consumer Goods,General Goods,Carton,1.54,100,119.18,118.66,11918.0,445.62,7.698,7698.0,Sea,MSC,6,32.6,24.9,-7.7,19.7,16.5,1.54,None,45.2,1.2,1.0,1.0,33685.29,40590.84,5.27,6905.55,20.5,791.81,Early,Yes,False,2,2
SHIP04280,2024-08-24,2024-08-25,2024-08-31,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST037,Standard,PROD0055,Textiles,General Goods,Box,0.43,113,497.33,489.24,56198.29,684.87,4.85,4850.0,Sea,Maersk,10,2.1,6.5,4.4,19.0,7.6,1.03,Moderate Rain/Fog,25.5,1.0,1.05,1.15,4684.94,5173.69,1.07,488.75,10.43,74.77,Delayed,No,False,8,6
SHIP04281,2024-08-04,2024-08-07,2024-11-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST022,Standard,PROD0018,Electronics,Fragile,Loose,1.0,366,112.86,111.03,41306.76,530.13,1.561,1561.0,Sea,Maersk,4,50.4,88.3,37.9,12.0,20.8,1.79,Moderate Rain/Fog,0.0,1.3,1.05,1.15,11936.97,15731.36,10.08,3794.39,31.79,334.98,Delayed,No,False,8,2
SHIP04282,2024-12-10,2024-12-12,2024-12-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST045,Standard,PROD0055,Textiles,General Goods,Box,0.84,302,207.85,203.96,62770.7,144.88,25.304,25304.0,Sea,MSC,10,2.2,2.6,0.4,23.4,1.2,1.04,None,0.0,1.0,1.15,1.1,13157.03,15516.49,0.61,2359.46,17.93,210.94,Delivered,Yes,False,12,3
SHIP04283,2024-12-03,2024-12-04,2024-12-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST017,Standard,PROD0090,Consumer Goods,General Goods,Carton,0.94,87,260.71,258.2,22681.77,1097.11,4.069,4069.0,Sea,MSC,6,1.7,5.5,3.8,26.1,1.8,1.08,Minor Rain/Fog,48.0,1.0,1.15,1.1,2231.46,2728.62,0.67,497.16,22.28,35.05,Delayed,No,False,12,2
SHIP04284,2023-11-27,2023-11-29,2023-12-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST018,Standard,PROD0022,Pharma,Temperature Controlled,Loose,1.0,109,1348.12,1371.65,146945.08,145.79,2.124,354.708,Air Cargo,DHL,9,3.2,5.3,2.1,498.9,7.1,1.56,None,59.9,1.2,1.2,1.15,27951.6,36275.05,102.27,8323.45,29.78,976.18,Delayed,No,False,11,2
SHIP04285,2023-06-15,2023-06-18,2023-06-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST039,Express,PROD0052,Textiles,General Goods,Loose,1.0,20,122.2,121.11,2444.0,147.71,1.032,172.344,Air Cargo,FedEx,7,4.5,2.9,-1.6,351.8,21.1,1.55,Severe Weather,0.0,1.2,1.0,1.05,40254.46,43875.86,254.58,3621.4,9.0,1432.34,Early,Yes,False,6,6
SHIP04286,2023-04-21,2023-04-21,2023-05-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST048,Standard,PROD0079,Machinery Parts,Heavy/Bulky,Carton,29.29,8,7979.53,7960.12,63836.24,272.98,11.717,11717.0,Sea,Maersk,9,17.4,15.6,-1.8,19.7,13.9,1.47,None,5.0,1.2,0.98,0.95,33144.02,36177.74,3.09,3033.72,9.15,775.7,Early,Yes,False,4,4
SHIP04287,2024-06-16,2024-06-18,2024-08-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST040,Standard,PROD0014,Electronics,Fragile,Loose,1.0,280,813.5,801.53,227780.0,1109.93,4.317,4317.0,Sea,MSC,4,48.9,72.1,23.2,12.9,40.4,1.69,Moderate Rain/Fog,0.0,1.3,1.0,1.05,33499.1,37524.82,8.69,4025.72,12.02,876.24,Delayed,No,False,6,1
SHIP04288,2023-04-27,2023-04-28,2023-06-22,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST017,Standard,PROD0077,Machinery Parts,Heavy/Bulky,Loose,1.0,10,3271.79,3208.25,32717.9,3830.95,4.195,4195.0,Sea,Maersk,9,49.2,54.8,5.6,15.5,47.0,1.78,Minor Rain/Fog,0.0,1.3,0.98,0.95,30594.27,33588.78,8.01,2994.51,9.79,858.31,Delayed,No,False,4,4
SHIP04289,2024-01-14,2024-01-14,2024-03-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST005,Standard,PROD0013,Electronics,Fragile,Carton,0.59,9,2586.33,2597.01,23276.97,40.73,0.265,265.0,Sea,Maersk,4,51.4,65.4,14.0,17.3,29.2,1.75,None,0.0,1.3,1.05,1.1,3149.98,4080.73,15.4,930.75,29.55,62.58,Delayed,No,False,1,6
SHIP04290,2023-11-02,2023-11-03,2023-11-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST013,Standard,PROD0069,Machinery Parts,Heavy/Bulky,Box,3.06,3,8503.74,8457.27,25511.22,570.19,0.919,919.0,Sea,MSC,9,3.2,10.0,6.8,19.2,7.8,1.5,None,0.0,1.2,1.2,1.15,1440.99,2039.58,2.22,598.59,41.54,30.31,Delayed,No,False,11,4
SHIP04291,2024-01-14,2024-01-17,2024-01-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST039,Express,PROD0050,Textiles,General Goods,Pallet,0.02,140,245.21,242.47,34329.4,563.98,5.247,1311.75,Road,MSC,10,1.3,1.7,0.4,41.9,0.3,1.06,None,0.0,1.0,1.05,1.1,1282.94,1565.73,1.19,282.79,22.04,24.95,Delivered,Yes,False,1,2
SHIP04292,2024-02-08,2024-02-08,2024-02-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST005,Standard,PROD0046,Textiles,General Goods,Carton,1.86,127,300.98,304.89,38224.46,260.89,11.785,11785.0,Sea,MSC,10,6.6,4.5,-2.1,26.6,1.7,1.02,None,10.5,1.0,1.0,1.0,16857.87,17177.11,1.46,319.24,1.89,264.15,Early,Yes,False,2,3
SHIP04293,2024-12-07,2024-12-07,2024-12-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST032,Express,PROD0087,Consumer Goods,General Goods,Carton,1.64,307,115.9,115.16,35581.3,2144.42,25.206,4209.402,Air Cargo,MSC,6,4.6,1.8,-2.8,566.1,9.1,1.26,None,0.0,1.1,1.15,1.1,528142.01,687391.21,163.3,159249.2,30.15,27487.1,Early,Yes,False,12,5
SHIP04294,2024-09-06,2024-09-07,2024-09-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST036,Standard,PROD0052,Textiles,General Goods,Carton,1.63,143,292.97,298.01,41894.71,574.11,11.653,11653.0,Sea,MSC,10,7.1,7.6,0.5,22.8,2.4,1.1,Minor Rain/Fog,58.0,1.0,1.0,1.0,16892.67,16943.22,1.45,50.55,0.3,280.76,Delivered,Yes,False,9,5
SHIP04295,2024-02-11,2024-02-12,2024-02-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST039,Express,PROD0087,Consumer Goods,General Goods,Pallet,0.11,167,22.63,22.5,3779.21,2359.74,27.214,4544.737999999999,Air Cargo,MSC,6,8.1,3.7,-4.4,443.3,18.2,1.8,None,0.0,1.3,1.0,1.0,1195862.49,1508700.82,331.97,312838.33,26.16,88253.96,Early,Yes,False,2,0
SHIP04296,2023-11-28,2023-12-01,2023-12-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Agra-Indore,1500,CUST026,Express,PROD0024,Pharma,Temperature Controlled,Box,0.14,359,1751.13,1717.98,628655.67,466.81,4.921,821.807,Air Cargo,MSC,5,2.8,1.7,-1.1,481.7,3.5,1.81,None,0.0,1.3,1.15,1.1,23918.97,33029.76,40.19,9110.79,38.09,1787.96,Early,Yes,False,12,4
SHIP04297,2024-03-10,2024-03-11,2024-03-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST003,Standard,PROD0036,Pharma,Temperature Controlled,Loose,1.0,435,215.2,216.65,93612.0,729.71,2.764,729.71,Air Cargo,MSC,5,3.2,1.5,-1.7,552.5,6.4,1.55,None,0.0,1.2,1.0,1.0,31255.22,35503.45,48.65,4248.23,13.59,1990.15,Early,Yes,False,3,0
SHIP04298,2024-01-26,2024-01-29,2024-01-31,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST038,Critical,PROD0059,Textiles,General Goods,Pallet,0.05,23,39.63,39.26,911.49,60.56,1.875,375.0,Express Air,FedEx,7,2.9,1.5,-1.4,471.2,9.2,2.15,None,0.0,1.4,1.05,1.1,50871.86,64865.75,172.98,13993.89,27.51,1894.66,Early,Yes,False,1,0
SHIP04299,2024-07-09,2024-07-11,2024-07-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST017,Express,PROD0099,Consumer Goods,General Goods,Pallet,0.1,462,42.19,42.09,19491.78,3579.69,68.577,11452.359,Air Cargo,FedEx,8,1.8,8.890249421722366,7.1,580.9,2.6,1.1,Minor Rain/Fog,60.2,1.0,1.08,1.25,451656.54,497252.56,43.42,45596.02,10.1,15062.55,Delayed,No,False,7,3
SHIP04300,2024-06-01,2024-06-01,2024-06-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST039,Express,PROD0042,Textiles,General Goods,Carton,1.83,111,371.46,375.84,41232.06,937.64,10.139,1693.213,Air Cargo,FedEx,7,3.1,3.2,0.1,345.7,20.2,1.28,Severe Weather,0.0,1.1,1.0,1.05,256296.09,265550.62,156.83,9254.53,3.61,10052.31,Delivered,Yes,False,6,5
SHIP04301,2023-06-07,2023-06-10,2023-06-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST005,Standard,PROD0034,Pharma,Temperature Controlled,Box,0.06,102,1709.71,1699.16,174390.42,166.95,0.583,166.95,Air Cargo,FedEx,9,2.0,1.9,-0.1,559.2,4.5,1.51,None,0.0,1.2,1.0,1.05,8529.38,9573.47,57.34,1044.09,12.24,292.3,Delivered,Yes,False,6,5
SHIP04302,2023-04-04,2023-04-04,2023-04-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST020,Standard,PROD0099,Consumer Goods,General Goods,Pallet,0.01,418,75.47,75.88,31546.46,748.04,9.39,9390.0,Sea,Maersk,6,2.1,4.0,1.9,21.9,2.7,1.09,None,0.0,1.0,0.98,0.95,9051.68,9047.55,0.96,-4.13,-0.05,153.67,Delayed,No,False,4,1
SHIP04303,2023-02-18,2023-02-18,2023-02-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST020,Standard,PROD0047,Textiles,General Goods,Pallet,0.07,272,161.56,162.75,43944.32,2307.05,26.803,26803.0,Sea,Maersk,10,2.5,3.2,0.7,28.6,1.4,1.1,None,0.0,1.0,1.0,1.0,25600.62,28013.75,1.05,2413.13,9.43,441.99,Delayed,No,False,2,5
SHIP04304,2023-09-20,2023-09-20,2023-10-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST037,Standard,PROD0082,Consumer Goods,General Goods,Pallet,0.04,187,90.89,89.81,16996.43,2158.44,11.852,11852.0,Sea,Maersk,6,29.4,19.9,-9.5,19.2,5.9,1.33,Minor Rain/Fog,0.0,1.1,1.0,1.0,48811.64,53222.04,4.49,4410.4,9.04,1024.85,Early,Yes,False,9,2
SHIP04305,2024-01-20,2024-01-22,2024-02-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST033,Standard,PROD0067,Machinery Parts,Heavy/Bulky,Box,24.17,19,974.51,972.72,18515.69,4115.93,45.917,45917.0,Sea,Maersk,9,29.4,19.8,-9.6,21.1,16.8,1.28,None,8.6,1.1,1.05,1.1,187688.13,209932.1,4.57,22243.97,11.85,3805.87,Early,Yes,False,1,0
SHIP04306,2024-03-16,2024-03-17,2024-03-31,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Agra-Indore,1500,CUST012,Standard,PROD0011,Electronics,Fragile,Pallet,0.02,287,596.66,601.12,171241.42,295.48,10.714,10714.0,Sea,MSC,4,3.0,13.9,10.9,12.4,6.2,1.83,None,69.0,1.3,1.0,1.0,10587.05,12788.94,1.19,2201.89,20.8,294.39,Delayed,No,False,3,6
SHIP04307,2023-05-18,2023-05-21,2023-05-22,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST044,Standard,PROD0082,Consumer Goods,General Goods,Crate,0.04,16,71.21,71.21,1139.36,155.41,1.199,200.233,Air Cargo,DHL,8,1.8,1.0,-0.8,777.5,2.0,1.08,None,0.0,1.0,0.95,0.95,5918.41,5931.06,29.62,12.65,0.21,138.84,Early,Yes,False,5,6
SHIP04308,2024-06-06,2024-06-08,2024-06-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST029,Express,PROD0088,Consumer Goods,General Goods,Carton,2.83,453,278.0,278.25,125934.0,6448.12,64.079,10701.193,Air Cargo,DHL,8,6.0,6.2,0.2,399.3,13.8,1.82,None,40.4,1.3,1.0,1.05,3440258.58,3751460.34,350.56,311201.76,9.05,186834.76,Delivered,Yes,False,6,5
SHIP04309,2024-12-23,2024-12-23,2025-03-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST018,Standard,PROD0044,Textiles,General Goods,Carton,0.84,399,49.41,49.56,19714.59,3528.94,16.753,16753.0,Sea,Maersk,10,45.6,67.5,21.9,14.4,12.0,2.04,None,18.8,1.4,1.15,1.1,106574.99,146011.31,8.72,39436.32,37.0,3424.13,Delayed,No,False,12,0
SHIP04310,2024-06-12,2024-06-12,2024-06-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST050,Express,PROD0089,Consumer Goods,General Goods,Pallet,0.12,290,227.36,226.25,65934.4,1973.5,54.019,13504.75,Road,Maersk,6,1.9,3.8,1.9,37.9,5.3,1.26,None,0.0,1.1,1.0,1.05,59983.23,68391.08,5.06,8407.85,14.02,1423.99,Delayed,No,False,6,2
SHIP04311,2023-03-14,2023-03-17,2023-04-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST001,Standard,PROD0056,Textiles,General Goods,Box,0.55,493,208.43,205.37,102755.99,1269.48,26.921,26921.0,Sea,Maersk,10,34.2,23.2,-11.0,19.9,11.9,1.46,None,37.1,1.2,1.0,1.0,113374.33,124532.42,4.63,11158.09,9.84,2636.54,Early,Yes,False,3,4
SHIP04312,2024-09-22,2024-09-25,2024-09-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST003,Critical,PROD0105,Hazardous Materials,Hazardous,Carton,10.45,2,2731.74,2712.21,5463.48,210.98,1.045,210.98,Air Cargo,FedEx,5,2.0,1.8,-0.2,523.8,4.5,1.49,None,0.0,1.2,1.0,1.0,10819.79,12287.23,58.24,1467.44,13.56,364.72,Delivered,Yes,False,9,2
SHIP04313,2023-10-02,2023-10-04,2023-10-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST010,Standard,PROD0071,Machinery Parts,Heavy/Bulky,Pallet,0.18,18,4982.96,5057.23,89693.28,6069.46,4.817,6069.46,Sea,Maersk,9,4.7,22.5,17.8,10.9,5.5,2.02,Minor Rain/Fog,59.8,1.4,1.1,1.05,9078.65,12802.92,2.11,3724.27,41.02,287.55,Delayed,No,False,10,2
SHIP04314,2023-06-10,2023-06-10,2023-06-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST019,Express,PROD0012,Electronics,Fragile,Pallet,0.03,356,3835.78,3904.96,1365537.68,1189.16,14.651,3662.75,Road,Maersk,4,2.1,4.571884981543431,2.5,33.8,3.8,1.06,Minor Rain/Fog,0.0,1.0,1.0,1.05,9201.96,9488.68,2.59,286.72,3.12,185.86,Delayed,No,False,6,5
SHIP04315,2024-04-28,2024-05-01,2024-05-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST027,Standard,PROD0011,Electronics,Fragile,Pallet,0.01,416,2980.09,2963.89,1239717.44,353.47,5.647,5647.0,Sea,MSC,4,2.5,4.9,2.4,23.8,2.9,1.03,None,26.3,1.0,0.95,0.95,5435.47,5375.46,0.95,-60.01,-1.1,84.48,Delayed,No,False,5,2
SHIP04316,2024-02-04,2024-02-05,2024-02-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST026,Critical,PROD0100,Consumer Goods,General Goods,Carton,3.14,295,165.09,165.96,48701.55,2454.97,46.372,7744.124,Air Cargo,MSC,6,4.8,2.9,-1.9,571.2,16.2,1.51,None,0.0,1.2,1.0,1.0,1012181.29,1090321.52,140.79,78140.23,7.72,62868.75,Early,Yes,False,2,0
SHIP04317,2024-02-15,2024-02-17,2024-02-23,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST016,Standard,PROD0099,Consumer Goods,General Goods,Box,1.17,371,275.13,273.85,102073.23,3435.68,43.364,43364.0,Sea,MSC,6,6.9,5.5,-1.4,24.6,7.7,1.02,Moderate Rain/Fog,0.0,1.0,1.0,1.0,61847.19,64036.19,1.48,2189.0,3.54,974.45,Early,Yes,False,2,5
SHIP04318,2023-12-10,2023-12-13,2023-12-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST041,Standard,PROD0023,Pharma,Temperature Controlled,Box,0.08,368,1190.67,1173.98,438166.56,136.01,2.847,475.449,Air Cargo,DHL,9,1.5,4.423271684963305,2.9,717.7,8.5,1.06,Moderate Rain/Fog,0.0,1.0,1.15,1.1,37507.53,43100.52,90.65,5592.99,14.91,887.53,Delayed,No,False,12,2
SHIP04319,2024-03-15,2024-03-18,2024-03-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST033,Express,PROD0032,Pharma,Temperature Controlled,Carton,0.31,380,77.53,78.93,29461.4,556.68,5.921,988.807,Air Cargo,DHL,9,3.4,1.1,-2.3,607.4,4.2,1.24,None,0.0,1.1,1.0,1.0,156439.02,170216.12,172.14,13777.1,8.81,5689.2,Early,Yes,False,3,0
SHIP04320,2023-09-09,2023-09-12,2023-09-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST002,Standard,PROD0069,Machinery Parts,Heavy/Bulky,Carton,67.42,3,4151.46,4218.35,12454.38,739.11,10.113,10113.0,Sea,MSC,9,28.7,16.6,-12.1,24.6,16.3,1.3,None,0.0,1.1,1.0,1.0,42846.17,46405.68,4.59,3559.51,8.31,856.35,Early,Yes,False,9,1
SHIP04321,2023-02-03,2023-02-05,2023-02-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST013,Standard,PROD0047,Textiles,General Goods,Carton,1.8,91,112.38,111.69,10226.58,547.14,8.212,8212.0,Sea,MSC,10,2.3,5.0,2.7,20.8,1.5,1.25,None,0.0,1.1,1.0,1.0,7630.55,8628.3,1.05,997.75,13.08,144.28,Delayed,No,False,2,6
SHIP04322,2023-08-17,2023-08-18,2023-09-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST026,Standard,PROD0048,Textiles,General Goods,Box,0.62,171,455.14,459.0,77828.94,841.45,10.608,10608.0,Sea,Maersk,10,18.8,22.2,3.4,17.6,4.8,1.24,None,26.9,1.1,1.05,1.15,38935.82,42408.87,4.0,3473.05,8.92,760.69,Delayed,No,False,8,4
SHIP04323,2023-01-13,2023-01-16,2023-01-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST015,Standard,PROD0097,Consumer Goods,General Goods,Loose,1.0,229,123.16,123.0,28203.64,1740.67,8.546,8546.0,Sea,Maersk,6,11.4,7.5,-3.9,28.9,6.2,1.04,None,0.0,1.0,1.05,1.1,21613.88,24390.76,2.85,2776.88,12.85,356.66,Early,Yes,False,1,0
SHIP04324,2023-07-27,2023-07-27,2023-08-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST025,Standard,PROD0083,Consumer Goods,General Goods,Pallet,0.12,365,53.05,52.04,19363.25,926.04,67.385,67385.0,Sea,MSC,6,7.2,7.1,-0.1,25.8,14.2,1.08,Moderate Rain/Fog,0.0,1.0,1.08,1.25,96235.62,110351.66,1.64,14116.04,14.67,1604.05,Delivered,Yes,False,7,3
SHIP04325,2023-08-07,2023-08-07,2023-08-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST048,Standard,PROD0023,Pharma,Temperature Controlled,Loose,1.0,398,1708.9,1720.0,680142.2,673.85,2.633,673.85,Air Cargo,MSC,5,3.3,2.778002986101577,-0.5,503.6,3.5,1.51,None,0.0,1.2,1.05,1.15,28807.84,36164.0,53.67,7356.16,25.54,1796.28,Delivered,Yes,False,8,0
SHIP04326,2023-12-03,2023-12-06,2023-12-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST001,Standard,PROD0083,Consumer Goods,General Goods,Box,1.1,474,260.95,258.0,123690.3,4510.4,52.175,52175.0,Sea,MSC,6,3.0,8.8,5.8,14.8,4.0,1.55,None,0.0,1.2,1.15,1.1,49123.07,63183.01,1.21,14059.94,28.62,1169.84,Delayed,No,False,12,2
SHIP04327,2023-10-17,2023-10-20,2023-10-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST040,Standard,PROD0047,Textiles,General Goods,Carton,0.63,16,159.48,156.58,2551.68,107.24,0.506,506.0,Sea,Maersk,10,7.6,8.397280908848407,0.8,24.8,5.1,1.0,None,0.0,1.0,1.1,1.05,827.22,968.19,1.91,140.97,17.04,11.14,Delayed,No,False,10,4
SHIP04328,2023-07-01,2023-07-04,2023-10-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST004,Standard,PROD0070,Machinery Parts,Heavy/Bulky,Carton,16.71,18,5385.93,5334.51,96946.74,4522.5,15.035,15035.0,Sea,Maersk,9,49.6,95.1,45.5,11.8,33.2,1.75,Minor Rain/Fog,0.0,1.3,1.08,1.25,114611.6,156138.67,10.39,41527.07,36.23,3155.68,Delayed,No,False,7,1
SHIP04329,2024-06-27,2024-06-29,2024-07-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST041,Standard,PROD0052,Textiles,General Goods,Pallet,0.01,183,199.79,200.95,36561.57,991.89,2.703,2703.0,Sea,MSC,10,4.7,19.6,14.9,11.8,8.5,2.15,None,0.0,1.4,1.0,1.05,4206.27,5507.27,2.04,1301.0,30.93,136.81,Delayed,No,False,6,5
SHIP04330,2024-03-01,2024-03-02,2024-03-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST042,Standard,PROD0012,Electronics,Fragile,Carton,0.68,279,1457.12,1449.21,406536.48,160.0,9.469,9469.0,Sea,Maersk,4,1.2,1.0,-0.2,26.2,0.2,1.04,Minor Rain/Fog,0.0,1.0,1.0,1.0,1932.31,1951.74,0.21,19.43,1.01,29.54,Delivered,Yes,False,3,5
SHIP04331,2024-12-29,2025-01-01,2025-01-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST030,Express,PROD0009,Electronics,Fragile,Box,0.46,388,2808.62,2755.01,1089744.56,467.66,17.826,2976.942,Air Cargo,Maersk,4,10.3,4.6,-5.7,309.7,23.1,2.03,None,0.0,1.4,1.05,1.1,560886.5,753891.18,253.24,193004.68,34.41,48357.29,Early,Yes,False,1,2
