ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Transporter Name,Delivery Time (Days)
57582,108-VN-T30,FPQ-15692,SCMS-274350,ASN-32776,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,27-Jul-15,27-Jul-15,27-Jul-15,ARV,Adult,Cipla,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6437,59967.39,9.316046294857854,0.1552674382476309,"Vapi, Gujarat",No,See ASN-32776 (ID#:40935),1578.7,61.37,Delhivery,2
57590,114-UG-T30,FPQ-12477,SCMS-198541,ASN-22495,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,7/8/13,9/10/13,16-Nov-13,16-Nov-13,26-Nov-13,ARV,Adult,Dr. Reddy's,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40000,34664.21,0.86660525,0.028886841666666666,"Bhiwandi, Maharashtra",Yes,4620,377.68,227.61,Delhivery,2
57596,900-SZ-T30,FPQ-8386,SCMS-122660,ASN-12494,Uttar Pradesh,PMO - US,Direct Drop,EXW,Ocean,9/14/11,9/22/11,15-Dec-11,15-Dec-11,15-Dec-11,ARV,Adult,Sun Pharma,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,97300,50503.03,0.5190445015416238,0.017301483384720796,"Pithampur, Madhya Pradesh",Yes,11433,834.86,2263.68,Delhivery,4
57637,107-RW-T30,FPQ-6417,SCMS-87200,ASN-8567,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,9/20/10,10/6/10,23-Dec-10,23-Dec-10,23-Dec-10,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,1700,21045.11,12.379476470588235,0.4126492156862745,"Hosakote, Karnataka",Yes,570,1905.93,87.96,Delhivery,13
57661,102-SD-T30,FPQ-7320,SCMS-107750,ASN-11112,Gujarat,PMO - US,Direct Drop,EXW,Air,3/29/11,5/2/11,1-Jul-11,1-Jul-11,1-Jul-11,HRDT,HIV test - Ancillary,Biocon,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,33,12441.77,377.02333333333337,3.7702333333333335,"Vapi, Gujarat",Yes,3,150.22,0.65,Delhivery,6
57701,103-SS-T30,FPQ-13172,SCMS-213420,ASN-23156,Maharashtra,PMO - US,Direct Drop,EXW,Air,10/28/13,11/6/13,27-Feb-14,27-Feb-14,4-Mar-14,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,694,61664.25,88.85338616714698,0.8885338616714697,"Hosakote, Karnataka",Yes,285,559.85,63.5,VRL Logistics,5
57727,144-BW-T30,FPQ-4167,SCMS-54020,ASN-6952,Delhi,PMO - US,Direct Drop,EXW,Air,9/9/09,9/29/09,15-Jun-10,15-Jun-10,15-Jun-10,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,8,3946.28,493.285,4.93285,"Vapi, Gujarat",Yes,3,336.04,1.1,GATI,12
57733,106-HT-T30,FPQ-11286,SCMS-176340,ASN-19535,Gujarat,PMO - US,Direct Drop,EXW,Air,1/16/13,2/5/13,10-Jun-13,10-Jun-13,10-Jun-13,ARV,Adult,Biocon,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,336,70680.87,210.35973214285713,3.5059955357142853,"Srikakulam, Andhra Pradesh",Yes,37,486.89,1.03,Delhivery,5
57738,901-CM-T30,FPQ-12528,SCMS-196510,ASN-21499,Gujarat,PMO - US,Direct Drop,EXW,Air,6/21/13,6/28/13,26-Sep-13,26-Sep-13,26-Sep-13,ARV,Adult,Cipla,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,44407,66267.32,1.4922719391086992,0.049742397970289974,"Baddi, Himachal Pradesh",Yes,5016,1123.05,612.49,GATI,8
57747,106-HT-T30,FPQ-9635,SCMS-152710,ASN-16346,West Bengal,PMO - US,Direct Drop,EXW,Air,5/14/12,7/12/12,4-Oct-12,4-Oct-12,4-Oct-12,ARV,Pediatric,Lupin,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,2891,86556.86,29.940110688343132,0.9980036896114377,"Bhiwandi, Maharashtra",Yes,156,1046.72,5.07,VRL Logistics,5
57754,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,Maharashtra,PMO - US,Direct Drop,DDP,Truck,4/30/14,6/25/14,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Adult,Cipla,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,45,68222.76,1516.0613333333333,25.267688888888888,"Srikakulam, Andhra Pradesh",No,Weight Captured Separately,571.48,3.19,Delhivery,4
57779,106-HT-T30,FPQ-15038,SCMS-262840,ASN-31820,West Bengal,PMO - US,Direct Drop,EXW,Ocean,10/22/14,12/24/14,3-Jul-15,3-Jul-15,13-Jul-15,ARV,Adult,Sun Pharma,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60000,90629.97,1.5104995,0.025174991666666667,"Hosakote, Karnataka",No,See ASN-31820 (ID#:16098),1294.12,499.61,Delhivery,5
57780,111-MZ-T30,FPQ-3588,SCMS-45690,ASN-5257,Gujarat,PMO - US,Direct Drop,CIP,Air,3/25/09,5/13/09,29-Oct-09,29-Oct-09,29-Oct-09,ARV,Adult,Dr. Reddy's,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,1676,85341.88,50.91997613365155,0.8486662688941925,"Vapi, Gujarat",Yes,249,701.41,176.44,GATI,3
57812,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32270,West Bengal,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,10-Jul-15,10-Jul-15,10-Jul-15,ARV,Adult,Aurobindo Pharma,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,1144,46940.09,41.0315472027972,1.36771824009324,"Pithampur, Madhya Pradesh",No,See ASN-32270 (ID#:35968),1470.61,13.46,TCI Express,6
57819,108-VN-T30,FPQ-13524,SCMS-226260,ASN-26927,Maharashtra,PMO - US,Direct Drop,EXW,Air,2/6/14,3/10/14,13-Aug-14,13-Aug-14,25-Aug-14,ARV,Adult,Serum Institute,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12700,8029.26,0.6322251968503937,0.021074173228346458,"Bhiwandi, Maharashtra",No,See ASN-26927 (ID#:26612),808.28,45.69,Blue Dart,12
57826,108-VN-T30,FPQ-15692,SCMS-274370,ASN-32262,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,Biocon,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8000,14345.85,1.79323125,0.059774375000000005,"Pithampur, Madhya Pradesh",No,See ASN-32262 (ID#:41943),1431.5,32.96,Blue Dart,4
57849,109-TZ-T30,FPQ-4157,SCMS-52776,ASN-5591,Delhi,PMO - US,Direct Drop,EXW,Air,8/27/09,9/11/09,24-Dec-09,24-Dec-09,24-Dec-09,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,4950,43458.83,8.779561616161617,0.2926520538720539,"Bhiwandi, Maharashtra",Yes,1650,1051.25,232.85,TCI Express,14
57852,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,Dr. Reddy's,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,88,89082.93,1012.3060227272726,16.871767045454543,"Srikakulam, Andhra Pradesh",No,Weight Captured Separately,1728.1,8.28,GATI,14
57862,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,Delhi,PMO - US,Direct Drop,DDP,Truck,4/30/14,11/4/14,5-Nov-14,5-Nov-14,5-Nov-14,ARV,Pediatric,Lupin,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,46,82237.49,1787.7715217391305,19.864128019323672,"Baddi, Himachal Pradesh",No,Weight Captured Separately,408.97,1.12,VRL Logistics,5
57866,114-UG-T30,FPQ-12290,SCMS-192210,ASN-22576,Delhi,PMO - US,Direct Drop,EXW,Air,5/17/13,6/24/13,21-Nov-13,21-Nov-13,22-Nov-13,ARV,Adult,Aurobindo Pharma,"Atazanavir 300mg, capsules, 30 Caps",Atazanavir,Generic,300mg,Capsule,30,1946,8873.72,4.559979445015416,0.15199931483384718,"Vapi, Gujarat",Yes,122,983.6,36.11,Delhivery,14
57876,116-ZA-T30,FPQ-3596,SCMS-50360,ASN-5451,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,5/7/09,9/22/09,29-Oct-09,29-Oct-09,29-Oct-09,ARV,Adult,Dr. Reddy's,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8146,31319.43,3.844761846304935,0.06407936410508225,"Hosakote, Karnataka",No,Weight Captured Separately,2336.03,154.96,TCI Express,14
57886,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,West Bengal,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/13/13,7-Feb-14,7-Feb-14,7-Feb-14,ARV,Adult,Dr. Reddy's,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,72,68107.08,945.9316666666667,15.765527777777779,"Pithampur, Madhya Pradesh",No,Weight Captured Separately,2453.96,6.78,VRL Logistics,4
57902,104-CI-T30,FPQ-3967,SCMS-52691,ASN-5781,Gujarat,PMO - US,Direct Drop,CIP,Air,8/21/09,11/2/09,15-Jan-10,15-Jan-10,15-Jan-10,ARV,Pediatric,Aurobindo Pharma,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,386,22517.07,58.33437823834197,0.9722396373056995,"Pithampur, Madhya Pradesh",Yes,78,774.98,7.19,Delhivery,11
57905,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,9/11/14,6/2/15,2-Jun-15,2-Jun-15,2-Jun-15,ARV,Adult,Aurobindo Pharma,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,6,93980.6,15663.433333333334,522.1144444444445,"Bhiwandi, Maharashtra",No,Weight Captured Separately,2352.97,0.09,Blue Dart,10
57909,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,4/30/14,5/8/14,19-Feb-15,19-Feb-15,19-Feb-15,ARV,Adult,Dr. Reddy's,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3,38065.05,12688.35,422.945,"Pithampur, Madhya Pradesh",No,Weight Captured Separately,1141.08,0.05,GATI,4
57928,110-ZM-T30,FPQ-4691,SCMS-60710,ASN-6291,West Bengal,PMO - US,Direct Drop,EXW,Air,12/16/09,12/22/09,18-Mar-10,18-Mar-10,18-Mar-10,HRDT,HIV test,Cipla,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2100,70188.07,33.42289047619048,0.3342289047619048,"Bhiwandi, Maharashtra",Yes,1016,1268.62,325.99,Blue Dart,5
57959,104-CI-T30,FPQ-15618,SCMS-272200,ASN-32748,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,12/17/14,3/13/15,21-Jul-15,21-Jul-15,22-Jul-15,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7000,15922.87,2.2746957142857145,0.022746957142857144,"Hosakote, Karnataka",Yes,2836,213.09,659.12,VRL Logistics,12
57977,106-HT-T30,FPQ-11442,SCMS-177180,ASN-18919,Uttar Pradesh,PMO - US,Direct Drop,EXW,Ocean,1/30/13,3/11/13,7-Aug-13,7-Aug-13,7-Aug-13,ARV,Pediatric,Lupin,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,675,52480.79,77.74931851851852,0.3239554938271605,"Bhiwandi, Maharashtra",No,See ASN-18919 (ID#:14578),523.35,5.7,VRL Logistics,2
57997,109-TZ-T30,FPQ-11881,SCMS-182820,ASN-19790,West Bengal,PMO - US,Direct Drop,EXW,Air,3/14/13,4/11/13,25-Jun-13,25-Jun-13,25-Jun-13,HRDT,HIV test,Lupin,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,610,75143.15,123.18549180327868,1.231854918032787,"Hosakote, Karnataka",Yes,268,412.58,60.37,Blue Dart,13
58025,100-DO-T30,FPQ-6128,SCMS-85620,ASN-8943,Gujarat,PMO - US,Direct Drop,DDU,Air,9/14/10,9/17/10,30-Nov-10,30-Nov-10,30-Nov-10,ARV,Pediatric,Serum Institute,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,150mg,Capsule,60,204,59815.79,293.21465686274513,4.886910947712419,"Hosakote, Karnataka",Yes,Weight Captured Separately,710.89,132.62,GATI,7
58039,108-VN-T30,FPQ-9001,SCMS-131690,ASN-14517,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,12/15/11,1/16/12,16-May-12,16-May-12,16-May-12,ARV,Pediatric,Cipla,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,1123,32976.12,29.364309884238647,0.48940516473731077,"Srikakulam, Andhra Pradesh",No,See ASN-14517 (ID#:44737),893.98,6.53,Blue Dart,12
58064,108-VN-T30,FPQ-7898,SCMS-113700,ASN-12727,Tamil Nadu,PMO - US,Direct Drop,FCA,Air,6/27/11,7/8/11,23-Nov-11,23-Nov-11,23-Nov-11,ARV,Adult,Dr. Reddy's,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1435,13747.64,9.58023693379791,0.07983530778164924,"Vapi, Gujarat",Yes,355,1646.73,194.63,Delhivery,12
58111,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-8904,West Bengal,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,6-Jan-11,6-Jan-11,6-Jan-11,ARV,Pediatric,Aurobindo Pharma,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,10702,3682.28,0.3440740048589049,0.0014336416869121036,"Srikakulam, Andhra Pradesh",Yes,3967,569.17,48.92,VRL Logistics,9
58134,133-NG-T30,FPQ-12456,SCMS-196561,ASN-22352,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,6/10/13,7/10/13,7-Nov-13,11-Nov-13,17-Nov-13,HRDT,HIV test,Cipla,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,3050,35656.68,11.69071475409836,0.11690714754098361,"Vapi, Gujarat",Yes,1238,2258.48,335.78,VRL Logistics,10
58173,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,Delhi,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,47,66529.89,1415.529574468085,47.18431914893617,"Srikakulam, Andhra Pradesh",No,Weight Captured Separately,1802.2,0.58,Blue Dart,12
58192,161-ZA-T30,FPQ-6262,SCMS-84230,ASN-9617,Gujarat,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/21/10,5-Apr-11,5-Apr-11,5-Apr-11,ARV,Adult,Biocon,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,172428,19336.2,0.11214071960470458,0.001869011993411743,"Vapi, Gujarat",Yes,10859,804.55,1066.94,Delhivery,2
58197,133-NG-T30,FPQ-12456,SCMS-196561,ASN-22356,West Bengal,PMO - US,Direct Drop,EXW,Air,6/10/13,7/10/13,7-Nov-13,11-Nov-13,17-Nov-13,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2949,43679.82,14.81173957273652,0.1481173957273652,"Srikakulam, Andhra Pradesh",Yes,1192,126.99,324.66,VRL Logistics,10
58202,108-VN-T30,FPQ-15040,SCMS-263630,ASN-31647,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,10/30/14,12/8/14,1-Jun-15,1-Jun-15,1-Jun-15,ARV,Adult,Sun Pharma,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,21384,51270.75,2.397622053872054,0.07992073512906847,"Bhiwandi, Maharashtra",Yes,2406,221.76,223.12,TCI Express,9
58211,104-CI-T30,FPQ-4484,SCMS-56482,ASN-6027,Maharashtra,PMO - US,Direct Drop,EXW,Air,10/29/09,11/3/09,19-Feb-10,19-Feb-10,19-Feb-10,HRDT,HIV test,Biocon,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,3500,65979.63,18.851322857142858,0.18851322857142858,"Srikakulam, Andhra Pradesh",Yes,794,1671.66,528.22,TCI Express,8
58252,105-SS-T30,FPQ-9807,SCMS-147640,ASN-15985,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,5/18/12,6/20/12,20-Sep-12,20-Sep-12,20-Sep-12,HRDT,HIV test - Ancillary,Aurobindo Pharma,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,326,28171.87,86.41677914110429,0.8641677914110428,"Vapi, Gujarat",No,See ASN-15985 (ID#:30320),2076.31,3.66,VRL Logistics,2
58264,108-VN-T30,FPQ-3896,SCMS-48290,ASN-4872,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,6/25/09,6/29/09,30-Sep-09,30-Sep-09,30-Sep-09,ARV,Adult,Lupin,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2520,52655.67,20.895107142857142,0.6965035714285714,"Pithampur, Madhya Pradesh",No,See ASN-4872 (ID#:13652),1615.4,40.75,Delhivery,5
58277,104-CI-T30,FPQ-5208,SCMS-75370,ASN-7631,Karnataka,PMO - US,Direct Drop,EXW,Air,2/25/10,6/7/10,27-Aug-10,27-Aug-10,27-Aug-10,HRDT,HIV test,Lupin,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,1456,30404.15,20.881971153846155,0.6960657051282052,"Bhiwandi, Maharashtra",Yes,486,185.58,75.34,VRL Logistics,8
58305,109-TZ-T30,FPQ-10809,SCMS-162830,ASN-17278,Gujarat,PMO - US,Direct Drop,EXW,Air,10/11/12,10/18/12,2-Jan-13,2-Jan-13,2-Jan-13,HRDT,HIV test,Biocon,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,383,2987.32,7.799791122715405,0.38998955613577024,"Baddi, Himachal Pradesh",Yes,125,1252.26,15.16,Blue Dart,14
58309,102-BI-T30,FPQ-13998,SCMS-234680,ASN-26424,Delhi,PMO - US,Direct Drop,EXW,Air,4/1/14,4/29/14,26-Jun-14,26-Jun-14,26-Jun-14,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,,Test kit,30,539,80160.3,148.72040816326532,4.957346938775511,"Hosakote, Karnataka",Yes,58,868.24,15.29,GATI,9
58311,104-CI-T30,FPQ-11263,SCMS-174550,ASN-18832,Gujarat,PMO - US,Direct Drop,FCA,Air,12/14/12,1/24/13,24-Apr-13,24-Apr-13,24-Apr-13,ARV,Pediatric,Biocon,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,520,41758.13,80.30409615384615,0.2676803205128205,"Baddi, Himachal Pradesh",Yes,242,196.55,19.82,GATI,10
58372,104-CI-T30,FPQ-12806,SCMS-206560,ASN-23448,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,8/9/13,9/17/13,3-Jan-14,3-Jan-14,6-Jan-14,ARV,Pediatric,Aurobindo Pharma,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,7000,74929.56,10.704222857142856,0.35680742857142855,"Bhiwandi, Maharashtra",Yes,482,1070.31,10.82,Blue Dart,9
58393,900-LR-T30,FPQ-7996,SCMS-115330,ASN-11632,Gujarat,PMO - US,Direct Drop,EXW,Air,7/12/11,7/20/11,15-Aug-11,15-Aug-11,15-Aug-11,HRDT,HIV test,Serum Institute,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,100,71702.28,717.0228,28.680912,"Srikakulam, Andhra Pradesh",Yes,34,146.91,3.3,GATI,3
58398,109-TZ-T30,FPQ-7909,SCMS-114980,ASN-12093,Gujarat,PMO - US,Direct Drop,EXW,Air,6/24/11,7/18/11,29-Sep-11,29-Sep-11,29-Sep-11,HRDT,HIV test,Biocon,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,8000,51493.26,6.4366575,0.2574663,"Baddi, Himachal Pradesh",Yes,2667,1144.53,264.0,VRL Logistics,11
58425,116-ZA-T30,FPQ-3560,SCMS-49642,ASN-5244,Maharashtra,PMO - US,Direct Drop,DDP,Truck,5/7/09,7/21/09,19-Nov-09,19-Nov-09,19-Nov-09,ARV,Pediatric,Serum Institute,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,1,92671.11,92671.11,386.129625,"Hosakote, Karnataka",Yes,Weight Captured Separately,2391.24,0.04,VRL Logistics,13
58426,A02-SL-T50,FPQ-16015,SCMS-285360,ASN-31852,Maharashtra,PMO - US,Direct Drop,EXW,Air,4/3/15,4/20/15,11-May-15,11-May-15,13-May-15,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,4000,54577.17,13.644292499999999,0.136442925,"Pithampur, Madhya Pradesh",Yes,1556,2048.6,376.64,TCI Express,7
58440,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,Karnataka,PMO - US,Direct Drop,DDP,Truck,4/30/14,5/8/14,19-Feb-15,19-Feb-15,19-Feb-15,ARV,Pediatric,Dr. Reddy's,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,3,47551.23,15850.410000000002,528.3470000000001,"Baddi, Himachal Pradesh",No,Weight Captured Separately,2147.27,0.01,Delhivery,12
58450,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33472,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,Biocon,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,6,51796.58,8632.763333333334,143.8793888888889,"Baddi, Himachal Pradesh",No,Weight Captured Separately,1905.5,0.41,VRL Logistics,6
58482,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,West Bengal,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,Sun Pharma,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,7,10288.63,1469.8042857142857,24.496738095238094,"Vapi, Gujarat",No,Weight Captured Separately,2156.53,0.26,Delhivery,3
58484,901-CM-T30,FPQ-12837,SCMS-204290,ASN-23338,West Bengal,PMO - US,Direct Drop,EXW,Air,8/19/13,8/23/13,8-Jan-14,8-Jan-14,10-Jan-14,ARV,Adult,Biocon,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,37470,19573.04,0.5223656258340006,0.017412187527800018,"Bhiwandi, Maharashtra",Yes,4927,1839.18,516.81,TCI Express,6
